mat,E,yield,uts,d_o,t,L,rider,F_ax,F_tr,sa,sb,svm,delta,SF,Nf,label
Steel,210000,250,400,26.720552569321015,2.9398015699528166,642.2232730704654,67.8457425764315,135.12500265540652,312.7505797517453,0.6152367364080629,170.23868065637026,294.86268616274026,8.342079711429378,0.8478522774564303,48165110.503527515,Failure
Al6061,69000,150,310,22.473177224294894,1.0544911778300385,321.7121453307746,63.267131833004456,17.72116206890611,314.1257867287761,0.24975060506515992,278.40231221973806,482.2070143862015,4.070359055360606,0.31106971803579864,354626.61757986585,Failure
Chromoly,210000,450,650,33.73906867561211,2.781613516665267,275.7288168827573,95.2342427372142,412.03208738527417,63.69547571796729,1.523067409334813,9.068786925104327,15.781268111663506,0.0648738793332664,28.514818759553123,2.596090176433566e+20,Safe
Al6061,69000,150,310,40.74034339640065,2.9710907419179997,482.05701373870755,76.74568792100884,355.5975970480722,172.60889085404403,1.0086828511232273,26.796996449116584,46.42471860093554,0.48523005346669007,3.2310373551080014,5069727670776315.0,Safe
Steel,210000,250,400,43.04493938017816,2.0623390208603736,389.94079012917496,66.12398664945118,6.170766774359699,20.59473671539517,0.023239655704735806,3.0926455621419997,5.356669655738264,0.034681257029175766,46.67078914082198,1.248665674607765e+25,Safe
Chromoly,210000,450,650,32.70488596047727,1.4710323083158325,205.06792642827563,106.49392899825855,892.3356760187971,594.6542490891528,6.1820227883124765,113.03783504279005,195.88484846776248,0.4614196848379492,2.2972680302737056,2668450279.139609,Safe
Steel,210000,250,400,39.45661510968877,1.5115704141644672,673.2494790368107,89.44163845060156,27.841337143898727,114.66094805953017,0.1545100613941075,46.88557843518272,81.2083509804508,1.7098615690381516,3.078501126813697,19405700342223.03,Safe
Chromoly,210000,450,650,28.064440523809672,2.0836265222810435,323.2772904018404,65.08658468947917,274.25294199887605,116.4572881673577,1.6126079322963047,36.58018334271981,63.37925484339725,0.432443456474828,7.100115031517766,227380526990777.47,Safe
Chromoly,210000,450,650,23.14633582213296,1.158791731912189,421.17213968974556,57.95687466359403,65.0605212360178,431.23675307347827,0.8128034802507349,433.3388469268267,750.5653398719613,10.542754411732474,0.5995480687620952,4229.506134939156,Failure
Al6061,69000,150,310,27.740172182204617,1.408185650999771,470.8426157092751,95.93701866838006,209.3310760069267,72.73106575152657,1.7969677964874842,46.909837406376326,81.27009062219386,1.1901336889396636,1.8456974620259232,18285753313119.816,Risk
Al6061,69000,150,310,34.555154541064006,2.6067990090340327,692.1440377249569,90.8070285883733,411.1291058511579,837.6492309065653,1.571347703006441,298.08957081894386,516.3086730112813,13.119471868976257,0.2905238820125776,171578.31798278802,Failure
Steel,210000,250,400,39.72464790689757,1.3351146008864692,231.69758628473812,107.44242145462077,143.24378425408418,242.10577823359554,0.8895995103475277,37.51585322034974,64.98545310945588,0.1609486123641682,3.8470148015883128,177085197169755.72,Safe
Steel,210000,250,400,37.098676380217995,2.9058560413985637,425.2146598265797,104.67653494989052,594.0923250227291,559.3870832804859,1.9032465429946022,96.02514587229818,166.33132076308374,1.4857045888771214,1.503024198046806,14303314551.137548,Risk
Al6061,69000,150,310,42.91056610529676,1.349353147474954,202.31519577359367,82.4029161808913,418.44311917960374,26.303524068456024,2.3750497859992934,2.998257955873612,5.7104740430067205,0.009079275701123539,26.267521552557643,1.5772795710387008e+25,Safe
Steel,210000,250,400,21.78928951385904,2.0903955121302067,584.5581439190701,109.97806418751411,509.14492013956357,175.05546577098275,3.9356931847741885,175.6868949104493,304.3240785916725,8.74663844615389,0.8214926704351845,32334300.623882346,Failure
Steel,210000,250,400,22.810079395229657,1.1791319955856856,661.4121778496974,104.67691711770127,768.1695828214434,343.1224643012138,9.586702900548536,550.6563101991873,953.8128856117713,33.52645566444935,0.26210591592044924,306.08348126813826,Failure
Chromoly,210000,450,650,34.48263605594519,1.6803988670316823,668.6143490634445,76.1689333621007,673.0014272195541,220.590407586801,3.8864247917335835,108.89598848852215,188.65342091872824,4.481797754471644,2.3853264775615157,4016393703.613391,Safe
Steel,210000,250,400,23.469311439257115,2.0254444248910044,469.60894604550674,86.31871216048691,111.71379162047029,121.9429146118315,0.8187163867885984,84.92125540674373,147.09020754657394,2.53325102551957,1.6996372781705484,50227057047.41867,Risk
Steel,210000,250,400,24.124456630522374,2.893305546509666,574.9570334641207,64.29711630132071,528.3081367856795,216.72013647184033,2.7375974423222593,135.70503854260892,235.06396341700088,5.9033517431134515,1.063540307777857,440773024.30084825,Risk
Chromoly,210000,450,650,29.46852451634762,1.0756641110765144,318.2620842208614,85.67567796063616,67.08912942229661,254.50672718686937,0.6992242109567479,123.26099613751754,213.4954529280109,1.3450131584284208,2.107773228087142,1221993566.767684,Safe
Steel,210000,250,400,25.19224105984724,2.703050733290187,475.5398330113638,102.97354314426332,918.979365695461,780.2069699894787,4.812024949983439,381.5652983826961,660.9080014447903,10.87339876743896,0.3782674736173307,13544.051346998422,Failure
Steel,210000,250,400,36.078419082188745,1.5057995210325505,238.06221162942447,64.96915124293176,280.2523360904624,217.9299901141872,1.7135624110852092,38.2276836751561,66.23446001621869,0.1906342186764989,3.7744702672714934,143739268741740.12,Safe
Al6061,69000,150,310,24.644823934985986,1.8624398067547931,386.3623249838636,58.8070521859933,290.9049445460732,291.921513825266,2.1823269446054665,159.63358117464455,276.50208546558673,3.0695698791178243,0.5424913875330206,86711361.19521983,Failure
Steel,210000,250,400,34.62380207254724,1.8517753682521094,288.5449194930524,97.84631234630612,728.63972930063,817.8904200844142,3.821830059073428,159.11489044446225,275.6215729373521,1.2146534212687226,0.9070407564099644,87336797.0725656,Failure
Steel,210000,250,400,22.38526122074111,2.7491224662202685,453.0367395757155,90.82021124477387,365.4927212573844,649.2846613014605,2.1551558445465253,395.04655428738715,684.2440974241041,11.498532149463676,0.365366688497784,10234.217628127755,Failure
Chromoly,210000,450,650,20.470971308851777,1.4590628382258457,593.2714980733734,60.14654704030235,250.48281538272005,564.0063191938484,2.874275230177385,864.7379143006862,1497.772760716859,47.200050852426145,0.30044611025281465,4.091740359200967,Failure
Al6061,69000,150,310,22.01733403142182,1.8993122970915566,520.9053355622217,69.80039442667841,608.6981663125097,457.92136233075297,5.070729781520733,428.5669316915605,742.3170192842632,16.767216978991225,0.2020699998831078,4056.8376483289126,Failure
Steel,210000,250,400,24.36562184344675,1.7900887860188037,545.3983543480874,105.85985819709937,260.888789764937,311.04058129658443,2.0549107293694466,253.9263883932229,439.8182065642387,9.841185740811994,0.5684166691346044,852222.9537933933,Failure
Al6061,69000,150,310,35.11346895842817,1.0160004200418524,373.6440094216173,63.348841376553764,233.90810411663907,525.3727165546808,2.1492125671522078,217.7026292976395,377.0781398118633,2.747865244277452,0.39779553403663215,3900757.992095666,Failure
Steel,210000,250,400,43.48593839485669,1.908387886029057,656.1553075196475,102.65414768588906,684.3510067159848,44.959455050632975,2.7453864562163894,11.883087808415954,20.764404021824177,0.37349362931467833,12.039835082058724,1.6626334739892079e+19,Safe
Al6061,69000,150,310,43.459796436926055,2.4357670752906855,298.83369028192806,72.71129235871263,451.69894591665565,623.1199850180916,1.438881849590869,61.05482969777874,105.75985566012928,0.3982730303250198,1.4183075332670765,1326156615690.163,Risk
Chromoly,210000,450,650,36.37848045793744,2.8647249468483054,661.2871239117475,91.62708362159606,793.352601622027,512.6376198382325,2.6303306791953758,144.55771709179888,250.39512645389007,5.51653408461365,1.7971595788341628,240977837.00688854,Risk
Chromoly,210000,450,650,40.65497117164671,2.022447392652534,450.48346866986236,58.273883685722666,5.938252717516526,39.56809210167379,0.024192374077294476,7.890829548498127,13.667339103180142,0.12504207377734083,32.92520926003022,1.0680995566951039e+21,Safe
Steel,210000,250,400,32.80021944935168,1.931152169866742,506.5292395090629,66.909660365409,74.02181568530953,326.45212068191125,0.39524816041760225,121.09535623712279,209.74368197324878,3.0071093868397982,1.1919310162195285,1460264860.6060247,Risk
Al6061,69000,150,310,30.01321842107155,1.3707418159606723,432.20420176031723,73.09467366667911,70.95796603369617,494.97476831745684,0.5752876579312289,253.22923795587693,438.60628338298096,5.003439983348061,0.3419923646397547,905304.2093492605,Failure
Chromoly,210000,450,650,20.72874047782945,2.573339698099195,310.7116733485146,99.85523352618773,670.7929208032166,190.87422631493575,4.570204543995709,99.64022733010941,172.64243822641524,1.4732158457799878,2.606543354130801,9660718740.119905,Safe
Al6061,69000,150,310,30.429182705349994,2.037261342321422,614.8483572837825,71.05878466821878,522.6292710124833,679.5680293369193,2.876089053395688,345.4139872672166,598.2814886721414,13.623073898874285,0.2507181031673204,37680.80363371021,Failure
Al6061,69000,150,310,27.019629633957166,1.6772398818438818,594.8954215387274,93.958963759872,176.08079392319277,888.2587372007408,1.3186191194886359,663.0306400450406,1148.4035125651571,27.569247105162475,0.13061611041658097,58.36485625282564,Failure
Al6061,69000,150,310,37.06444063012067,2.7107218027348807,417.8002201639928,80.41686402965641,604.7463788871386,176.79185344044072,2.067115284401928,31.520757509470037,54.63467239319225,0.47126585101331153,2.7455092788053537,966000401740116.1,Safe
Chromoly,210000,450,650,41.78625786379547,2.9934324559866106,532.11940129611,77.94056143855873,79.57072492898436,728.5573522268488,0.21811351017013209,117.33145483374912,203.22415814493033,2.5239956928190477,2.2143036738726716,2015569989.6296816,Safe
Chromoly,210000,450,650,35.57787984475676,2.7303557798309157,460.14652277711457,92.48324579055092,416.56688930844734,75.11159982205837,1.4784716233993798,16.068518350796754,27.870732396384444,0.3035830390909685,16.145969671696776,8.518283266454152e+17,Safe
Al6061,69000,150,310,25.441927582567146,2.230783050656209,677.5383711908399,107.54683147813124,905.3263111543461,249.88761573532716,5.56546399694179,194.8043623572769,337.4569500984932,11.158502205984865,0.4445011429049532,10600722.536178343,Failure
Al6061,69000,150,310,20.3322937672005,1.1740805680326465,232.635003857931,68.7109755746547,236.90987721804035,81.75166228399274,3.352589595180917,59.41241930400129,102.9599269602359,0.5020308808374825,1.456877490384501,1636830474672.9934,Risk
Al6061,69000,150,310,36.59798447835564,2.383555253506399,300.3168631408794,90.61436118450165,195.59761425950515,413.7391495594419,0.7634474651057552,60.35564066275296,104.54182383843346,0.47218216581014955,1.4348324382767697,1520941986848.4517,Risk
Steel,210000,250,400,28.501254016674316,2.4185004704818667,583.1562258620413,86.04660641460816,562.1124514943735,575.8328474217853,2.8364407682909953,281.534063457275,487.6395513660955,10.66415034554223,0.512673755235068,297703.9111915818,Failure
Steel,210000,250,400,20.851012157505906,2.0263676697736157,289.3860629363404,59.61348678223932,343.2481737936167,324.388630003394,2.8642658943276427,182.25460980765956,315.6872382715844,2.323785562719757,0.7919230481687259,23014658.3853937,Failure
Al6061,69000,150,310,32.232679638177764,1.9661980964871262,671.4705289551239,94.26734231189855,662.8058114598508,579.1233835583927,3.545252942773648,291.5161104552685,504.93316070875477,12.945222143797745,0.29706902155020065,201104.1276722427,Failure
Al6061,69000,150,310,34.34944080217423,2.4329283039022176,359.30551377020277,61.25609590588125,430.17550528213576,486.71214413152114,1.7634009231308512,96.13333428965906,166.51715667689535,1.1470214621203179,0.9008080788399196,14011513439.005453,Failure
Chromoly,210000,450,650,40.68751944489483,2.6879529705575926,641.1426984466591,102.95492090285995,78.45694085267974,315.30369989115826,0.24450130974485224,70.65288064438867,122.37462323104886,2.2660396660281235,3.6772329762387055,321415882631.366,Safe
Steel,210000,250,400,43.31924430075823,2.6886405218593596,572.3016372772834,84.65159768047295,251.83289499582503,360.37494676441617,0.7337980772280108,62.80300843385577,108.78047648657832,1.5074364045360988,2.298206517148744,1028539774032.5668,Safe
Al6061,69000,150,310,28.215918902525402,1.2579628961041998,559.1188265785913,87.71378816240623,183.937104597168,753.485493097247,1.7264924409861775,612.7875878847802,1061.3806406624772,21.55328342040625,0.14132535892719428,126.66175477232676,Failure
Chromoly,210000,450,650,34.77740653358066,1.1960380371713486,304.97950371779547,78.95659279746212,528.5175732572875,90.34349960196006,4.18857385512428,26.901974341220345,46.78346739294624,0.22841136805828677,9.618782554536532,4721523310412423.0,Safe
Steel,210000,250,400,29.155416316134623,2.591033498948483,339.4262015314647,99.693027201921,46.14426911994453,862.5948476123118,0.21340035657536902,221.66502842892731,383.93515080662206,2.7807254263483094,0.6511516319221273,3473046.5781600843,Failure
Al6061,69000,150,310,27.50632736094764,1.2005990713417092,516.936821736432,57.36090341123741,34.34302517113895,360.07895994910774,0.34613087670195575,297.6632639483449,515.5680128942543,9.180302991639623,0.29094124586578224,181090.54453344725,Failure
Chromoly,210000,450,650,44.45234052943626,1.5115399923684547,329.70485122385753,96.55414822615256,455.80925410343906,582.6868391898387,2.2353394700553952,90.73972388026586,157.18170762575096,0.704438269648111,2.8629285608185926,25530799155.342964,Safe
Steel,210000,250,400,28.18342846045656,2.4546302551673778,623.0540977932374,77.48804042082305,368.9168861861147,545.9679173302416,1.8594010762149364,289.34581312523943,501.16509863684655,12.65215019882604,0.4988376099612527,232055.95437028317,Failure
Chromoly,210000,450,650,28.08918102736487,1.6091820001775439,543.60029359796,58.61935137564579,13.433225472230436,352.47533614965704,0.10034767180566233,228.50603467695123,395.78407461772304,7.631456066647565,1.136983594993413,2572484.344102801,Risk
Al6061,69000,150,310,36.49042129773329,1.6448913776384515,241.37871032646805,59.1458907899994,97.232163058994,30.783255810003823,0.5399776407211545,4.949455100310786,8.58969692261934,0.025087990851634753,17.46278144051898,1.1139217888529432e+23,Safe
Al6061,69000,150,310,30.362782979885473,2.654745003295396,439.58509072638094,109.31472024454065,760.9662984164039,889.2504551205059,3.292963858979822,265.16124710289824,459.28455722620305,5.35727366586641,0.32659491297923876,523021.96085783356,Failure
Al6061,69000,150,310,39.794751441163484,2.6722571666627557,520.4859500274595,88.45920084709535,657.6210786601193,161.75935606237445,2.1101360301920495,31.044167159348387,53.811463629217606,0.6709060132071023,2.7875101304353973,1123406278024344.5,Safe
Al6061,69000,150,310,33.998463894000636,2.777658759549025,218.91115907356362,88.83145012369283,148.80680108518948,580.3402322540317,0.5461977648443348,64.54829153605635,111.80225468508895,0.2888355887514888,1.3416545169191965,782516989077.2286,Risk
Steel,210000,250,400,34.02251793045123,1.086617621227237,477.9151549789027,88.72733200649955,28.66345017910816,68.17305479169056,0.25493667012332605,36.31468727077359,62.89940005618519,0.7739393137737199,3.97460070806218,249119711687395.2,Safe
Chromoly,210000,450,650,41.87835109899853,1.0633076490134676,277.2801569352444,101.8444554662425,223.53143269801308,444.94320183105077,1.6394928529706703,90.93031094993353,157.50445163604027,0.5299637093501545,2.8570621041229716,25231624001.7047,Safe
Al6061,69000,150,310,31.19011514537455,1.2964477288568,317.77472791606345,61.14880915455208,483.4820936597575,230.94172059638134,3.9709673086280457,83.9924350064043,145.5333501170139,0.8632793473911221,1.0306915897929565,50304592743.3713,Risk
Al6061,69000,150,310,37.23587994747454,2.763930567205124,463.6584338182235,98.21774029250574,402.19773077019005,531.1540196493071,1.3436828403377323,102.46669022538542,177.4825999945085,1.878048747645746,0.8451532713890892,7504256639.7810135,Failure
Chromoly,210000,450,650,37.36479445404178,1.4210650623086298,203.92925063796778,66.86409902602567,173.8059153955165,500.180037158853,1.0831225121515466,73.42042874098448,127.17252542867216,0.259419615728938,3.5385001475998332,216066764428.77362,Safe
Chromoly,210000,450,650,29.395115782299523,2.6344894521647095,246.86003746679617,105.08189720186658,448.30721284061883,524.435143950405,2.0241053634810346,95.05036651050526,164.6445065098335,0.6255609752474796,2.7331613397810117,16103377541.952404,Safe
Steel,210000,250,400,29.980350151020726,1.3709995153734365,409.8886685682122,103.89916060777628,800.7594562254518,249.28452627858135,6.498406902843979,121.2133781344351,210.04827637607406,2.156428807947033,1.190202577775005,1239822424.9720201,Risk
Chromoly,210000,450,650,27.102529199286902,1.9041664945022934,629.3968027935016,108.17023724715712,441.4630356591938,461.071970942618,2.9286483679778557,326.8273349591077,566.0891251478707,15.165162306170831,0.7949278302819427,68739.1932779241,Failure
Chromoly,210000,450,650,44.31228498839899,1.8134552652145597,447.8869098431929,77.43101983905939,0.16686537541849927,733.5801654891052,0.000689179799267793,132.92981914018398,230.24120059277192,1.9104006371200817,1.9544720877125545,580458608.8099287,Risk
Steel,210000,250,400,31.80180944405453,2.3975265781415436,237.68917487284477,76.58536700374644,261.97684246599783,439.9601753717037,1.182875423103877,69.0099608512082,119.53461124010256,0.38919585141207647,2.0914444561821415,396296517520.7653,Safe
Steel,210000,250,400,42.60604430981142,1.0994649833514094,446.0681592705622,108.15023499371998,853.7893408502434,125.18400825198945,5.955284452462136,38.502998840165446,66.95452316286841,0.5708411019381084,3.733877685781874,120201420717366.9,Safe
Chromoly,210000,450,650,39.688000805503194,2.637910793338249,524.8394568021188,60.224546031594286,22.432413325339283,17.121730412915735,0.07305950971274648,3.367592941981996,5.833299611765226,0.07419980580723921,77.14330309596846,5.324954761904045e+24,Safe
Al6061,69000,150,310,43.434637648368536,1.5370445235147638,657.9439002979661,77.39883656341073,612.4027966889541,59.92864223896787,3.0269954617867767,19.263351634773166,33.50213202380457,0.6094847250615073,4.477326992008125,1.2884464922236923e+17,Safe
Al6061,69000,150,310,38.14189709321166,1.0030020287264847,651.237620956313,75.73632611938902,78.260083206592,170.2506242207851,0.6687436056741073,104.72134485554803,181.38392272490407,3.6965903820839934,0.8269751681768263,6169770477.554415,Failure
Chromoly,210000,450,650,28.436255063792835,2.6335633934060647,492.5841607417674,83.28774041927215,29.647999388820512,52.21259013935906,0.13887904795037534,20.370354523432592,35.28276232979713,0.5517934211661096,12.75410342857323,8.111218715999342e+16,Safe
Steel,210000,250,400,44.993445681847206,2.1043566862336753,345.9906685790795,63.758108511440895,612.1553106147842,42.34429191053189,2.1589648570461066,5.043297155234028,8.998092455733884,0.04259744222142092,27.783666508193264,8.899185711084311e+22,Safe
Steel,210000,250,400,43.17193109713823,2.826490829032938,247.57585927807924,90.44528661066663,149.91140860603753,382.2045239537057,0.4184492294942347,27.88421627313136,48.29869202429767,0.12567908309245027,5.176123607534387,3482330142220347.5,Safe
Chromoly,210000,450,650,20.321133676530547,1.2051172995629174,632.2866281116026,96.67981790426703,373.4202012524309,843.6003740712057,5.159661625863451,1632.9192213734275,2828.303762452063,101.9845089668875,0.15910596519868225,0.0068508016450250465,Failure
Steel,210000,250,400,41.84325757675502,1.8922563794294993,436.3853318155327,103.19090096885508,1006.4946410261338,11.674457907453874,4.237931655593231,2.244431180914422,5.7508676471522024,0.03242728140805726,43.471701200391664,2.7712698837916392e+26,Safe
Al6061,69000,150,310,20.49127715006112,1.376470038203704,532.4667207035893,77.02697963279363,80.35109470261851,530.7447417415098,0.9720872409747225,763.0176120130293,1321.5856285840132,33.51505375369501,0.11350002357449554,14.488203009071594,Failure
Al6061,69000,150,310,35.95991594295653,1.2676951788030038,542.8957797809023,89.67382469678536,555.4497847171992,350.1801726319847,4.02020306242997,164.2276026345618,284.4789595628291,4.273166970276349,0.5272797687059576,61496309.0560082,Failure
Steel,210000,250,400,38.1037940011758,1.9902774963502794,582.1656126776802,74.63014654931762,616.5803442715184,659.3944019358329,2.7305893455761914,198.07519400981175,343.0871661316521,5.5929947742265025,0.7286777958464002,10045011.723825978,Failure
Al6061,69000,150,310,31.83408972157077,2.0711870288102974,499.48567938240456,87.11402795665107,256.10621695257913,325.0564542253443,1.3224389932668348,119.93367300859067,207.73542454017218,2.9838997423200087,0.7220723202700211,1556045597.4000592,Failure
Chromoly,210000,450,650,20.009330816321974,1.3504277609457216,218.02383446691874,97.62564610351652,643.3811423656014,248.7880510877061,8.127575065578212,156.70309315996374,271.5393814792754,1.1817956789809154,1.6572181815710043,98759283.19747838,Risk
Chromoly,210000,450,650,24.343850986238472,2.044974784361314,312.56957862633055,59.484871261075504,111.9511993956248,206.90345339297264,0.7814621436786102,87.66771750720552,151.8469517700358,1.1169488346481706,2.9635102631595878,36844999970.569954,Safe
Steel,210000,250,400,23.77933430672515,1.674054755473543,352.58489972072016,79.8806881294189,184.4309577026239,387.9992653429858,1.58642037231229,227.75246522203517,394.4820312431743,3.779899539880147,0.633742427284071,2559237.24495604,Failure
Al6061,69000,150,310,42.35024152937687,1.9934559739556226,597.750410217159,69.29575149336466,11.928477071826947,521.5951483553831,0.04719673020910682,127.99845334053171,221.69982949979047,3.428293870989347,0.6765905068056977,845846444.1930348,Failure
Steel,210000,250,400,33.31318210551899,2.63127684904088,524.8394333692534,60.902838759050674,302.6209983057618,427.1440488052756,1.1931644844284686,124.20271651786949,215.12872428558128,3.2602983028039394,1.1620949309778243,1111002598.40288,Risk
Chromoly,210000,450,650,35.858893423202545,1.532420971468919,253.6135592913215,82.56110070591373,381.154486315093,362.7644226197434,2.3064492385427044,67.6353710492583,117.17060194008783,0.38513357225657713,3.8405537954827262,481751850353.3366,Safe
Chromoly,210000,450,650,34.11927753975651,2.471295581680792,379.26071939125836,105.82745273244402,938.5610196592271,981.7665291401714,3.8198114427675867,205.23582359195584,355.4993963649777,2.7467461032947402,1.2658249341667014,7110025.133252478,Risk
Al6061,69000,150,310,44.78315944476397,1.9857748996726445,589.9868981673942,102.39828936436527,81.74557108615086,558.1615198729284,0.3061731579426972,120.36810218040443,208.4838934055566,2.970098581607762,0.719480040159314,1550937926.3345892,Failure
Al6061,69000,150,310,28.56412034634588,1.6892458865431288,217.38792985457016,109.79288382839499,128.07683088498425,1058.046286760449,0.8980104405896298,254.11271918896642,440.1370565898569,1.3346452625494656,0.34080293343665896,865240.8818500012,Failure
Steel,210000,250,400,30.31937260688619,2.999559299581231,535.0443297640991,101.0698318582407,705.588096267063,275.49328953402716,2.740729619572825,91.92559793923898,159.2433931700385,2.7554036615660156,1.5699238443949288,21665856301.16934,Risk
Al6061,69000,150,310,25.843554454942936,1.3571441021422601,317.6944462209824,84.51993551918659,36.72183750681591,83.95788425440092,0.35174136519695737,43.91370610651524,76.0615834309027,0.5444481640103448,1.9720862126971868,37073925386671.94,Risk
Al6061,69000,150,310,44.49547516606401,2.17054027719485,334.2137138575856,93.2639618329701,261.89860264642044,789.0430176998457,0.9074425944186466,90.54271393655505,156.82720616351196,0.7215652969597875,0.9564666977718538,26226084792.10685,Failure
Al6061,69000,150,310,40.948076523817676,2.3418715167764663,487.71264327713584,77.36627283828491,83.08873328766789,256.3158850213132,0.29253112971965445,48.18963319723726,83.46740571932655,0.8886640038833763,1.797108688203401,14667754902366.51,Risk
Chromoly,210000,450,650,34.125342126355434,1.6325593688272682,266.0048554015298,91.25330242621814,30.924880180155906,48.18545031511769,0.18556764764024536,9.919001312924683,17.181216385612966,0.06529193019532009,26.191393548643997,1.0816343823022132e+20,Safe
Steel,210000,250,400,44.70525948774616,1.100582161306336,397.0115020570439,68.54080749105373,2.9397909591894136,263.19666503251017,0.019498941256353392,65.14092583009705,112.82739487471703,0.7291064349389748,2.215773928642053,726522418468.9373,Safe
Chromoly,210000,450,650,44.096427532483624,1.097055596530258,599.6812424331972,87.09559569503766,268.9465398068517,29.53880167347946,1.8147856603083026,11.395392446478017,19.82065473238978,0.2950232584826185,22.703589062809097,2.6336907033934828e+19,Safe
Chromoly,210000,450,650,44.68018939968255,2.6180291511710756,652.5730682217563,93.24877688237368,18.017259192444044,439.86551946874965,0.05208021901551477,83.4921723406428,144.61269390626813,2.526262611148196,3.1117600249648283,60700798706.745155,Safe
Al6061,69000,150,310,21.415041949321697,2.341732937080665,364.08842734272844,99.23769911982376,43.39739370258682,81.65161210206603,0.30927895263711336,49.1459314673122,85.12381213761392,0.9657658343384935,1.7621391269167448,12044514168050.988,Risk
Steel,210000,250,400,20.850076970935984,2.6345643403971426,209.68865279275965,75.72138010154168,679.4281479761653,178.72543752082214,4.506542337188061,61.200492232845114,106.09811342556696,0.4097194279760763,2.3563095697774803,1211278397893.308,Safe
Chromoly,210000,450,650,29.253660309787605,2.078090815088974,550.9246720599743,99.96069566427289,272.3058877654983,780.1092452736093,1.5348430860556481,381.5973455729344,660.9477726630353,12.568950642553954,0.680840481823394,14916.929599202545,Failure
Steel,210000,250,400,27.837224684482138,1.9712999908883033,619.866161632257,105.78544939221173,1019.353558322378,523.4028220743324,6.363473528927818,335.1336824589364,580.5034445641257,14.685118247700826,0.4306606659116621,47662.10391784828,Failure
Chromoly,210000,450,650,27.442218664903752,2.91788276211722,237.71554745227562,56.64244578758024,532.6587269749317,265.07153632948183,2.369376517190312,50.441227013833824,87.39889068554344,0.3297395510697605,5.148806769402555,9042401197190.773,Safe
Al6061,69000,150,310,38.673288267031964,2.1737087079946913,373.3145908823857,69.43078075042507,646.9120373842453,618.5745965136487,2.5954110698031605,107.1977666303109,185.69011731969218,1.226348805044887,0.8077974324382243,4588060669.011277,Failure
Chromoly,210000,450,650,23.38827103305229,2.6201255804506536,230.410177134155,80.87215974635612,711.387271298234,33.809275292443914,4.161370589987239,9.729095484266253,17.357502758551437,0.07010792438000805,25.92538836142778,1.2341898052358257e+20,Safe
Chromoly,210000,450,650,29.05232709662726,2.3932719253694534,594.2165629218929,70.60719474872414,434.0336503560339,71.73267386888608,2.1653930023246644,34.49375315314493,59.784161335798665,1.3308787110097782,7.527077238274156,405605059134954.2,Safe
Al6061,69000,150,310,32.5564008579791,2.854981182169702,242.38022342038357,69.98035819389486,177.7580725954904,489.7969838161944,0.6672660080834779,65.1824448398292,112.9012780699035,0.37340322775515783,1.3285943486585388,706863251525.117,Risk
Steel,210000,250,400,27.10199386997555,2.458004359410187,475.5114315723402,59.45945416957006,168.0622151969947,141.41877101503874,0.8831338815269362,62.45462431777329,108.17818736452972,1.6541493856766116,2.311001932002901,1083315338282.1519,Safe
Chromoly,210000,450,650,31.719813626270223,1.6386464719562504,588.0440835821809,68.06127286515556,493.20794080738995,354.48729508973,3.184932535330096,188.18939959089104,325.96916134873067,6.512890036305354,1.3804986893179683,17088980.28451912,Risk
Chromoly,210000,450,650,35.923936846310255,2.9611153648384008,216.05706966928472,66.38963147031168,427.3991494333711,32.113395648325586,1.3938115999953358,2.9684496987605726,5.327080966016638,0.012245377530960638,84.47403050013911,1.8423849304365961e+25,Safe
Steel,210000,250,400,26.8118710608352,1.782587616625972,645.4799463902616,91.18968540225683,406.6266965645833,211.96342591316264,2.900993220551858,166.25988919326122,287.98518716304176,8.201916040017514,0.8681002049541646,57612036.55888479,Failure
Chromoly,210000,450,650,32.31521743538932,1.7434561736724408,289.8328638134537,99.17196552558528,737.4408941874987,138.6817777304307,4.403985196780497,33.090374533407775,57.48316054199758,0.27307334024122293,7.828379576854112,593550964111054.5,Safe
Steel,210000,250,400,25.94054560750287,2.5570910593553733,261.67382338174275,80.91376813137137,357.52224042965787,372.8583265024731,1.9032608961182442,97.39988822555951,168.71229084181493,0.816186408462412,1.4818126098139501,12407997685.94021,Risk
Steel,210000,250,400,38.698591443625375,2.9387185037898833,457.54941341492656,99.30024966577307,582.7406291687787,272.69085028018634,1.7651087640025975,45.44068205157881,78.72536036682709,0.7803961813488693,3.175596768755393,25488527838649.324,Safe
Al6061,69000,150,310,38.418010687937,2.8538293606174157,407.56094366973423,59.42041715346593,197.39145237110313,26.683449453943147,0.6190669972967047,4.117423500626582,7.158405744135919,0.05651519500041804,20.954386404106558,6.99943718191435e+23,Safe
Steel,210000,250,400,33.033797698182966,1.8116643776225247,316.03902378964693,78.26476695698707,42.901938320618704,250.49292035043575,0.24142749187619686,60.18379285832602,104.24166660062336,0.5776861011304353,2.3982732447842983,1594345360870.2231,Safe
Steel,210000,250,400,23.979377846573918,1.9572295288700001,610.8319104076434,59.51099290144333,140.9801810442758,238.62781951215752,1.0411342859772776,211.22876426328486,365.8604331123886,10.433932609209855,0.6833206801654951,5509988.699063849,Failure
Chromoly,210000,450,650,28.79429838707855,2.0493366812172953,256.6910256010017,94.11215840849027,554.9645490448252,772.3522947243326,3.222998287357632,184.31514626533416,319.25946680779083,1.338953025767646,1.4095118447056767,21028188.8481916,Risk
